Query,Optimizer,Loop,JoinOrder,PreparationTime,ExecutionTime,TotalTime
1b.sql,SkinnerDB,10,2-4-0-3-1-,3.813,183.784,189.958
18a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,6.006,29157.2,29214
15b.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,10.54,25549.9,25567.1
23c.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.295,28265.5,28283.5
26b.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,12.435,2040.8,2061.53
19c.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.882,29336.2,29353.9
17f.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.463,37056.8,37073
27c.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,13.291,28356.1,28377.4
6c.sql,SkinnerDB,9,2-1-0-3-4-,3.647,260.589,264.363
28a.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.086,29382,29407
32a.sql,SkinnerDB,10,3-1-2-0-4-5-,4.39,345.658,358.123
11d.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.672,313.105,326.773
19d.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.484,5197.64,5218.52
4c.sql,SkinnerDB,10,2-4-0-3-1-,4.3,544.639,550.614
26a.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,14.333,2539.67,2565.3
10c.sql,SkinnerDB,10,5-1-6-0-4-3-2-,6.283,1066.11,1081.26
5b.sql,SkinnerDB,10,2-4-0-3-1-,4.526,100.967,106.278
9b.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,8.215,704.033,718.249
10b.sql,SkinnerDB,10,5-1-6-0-4-2-3-,6.274,884.829,898.321
6a.sql,SkinnerDB,9,2-1-0-3-4-,3.75,292.032,296.769
30a.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.207,28969.7,28995.3
23b.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.358,24819.3,24836.1
31a.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,12.612,29170.6,29196.5
8b.sql,SkinnerDB,10,6-3-1-0-4-5-2-,7.035,632.51,641.571
2d.sql,SkinnerDB,10,2-4-0-3-1-,3.425,999.825,1007.98
15a.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.503,24786.1,24797.8
15c.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.53,27943.3,27957.5
33c.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,15.779,580.478,604.35
2c.sql,SkinnerDB,10,2-4-0-3-1-,3.948,300.195,307.192
21a.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.001,28185.4,28197.7
17a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.889,11307.6,11320.9
13c.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,7.687,1753.22,1762.47
31b.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.529,28999.5,29020.4
20c.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.485,1587.73,1606.41
7b.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,7.932,425.618,435.596
21c.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.458,28248.2,28261.9
7c.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,10.212,15780.3,15803.8
25b.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,11.373,29247.6,29267.5
9d.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.277,1262.68,1283.27
28c.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,18.495,29630.5,29657.4
14a.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.909,29264.5,29280
25a.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,10.207,28760.2,28785.3
12c.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.968,28272.4,28285.1
16d.sql,SkinnerDB,10,5-4-2-1-0-6-3-7-,6.81,251309,251350
20a.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.48,2484.74,2503.12
6e.sql,SkinnerDB,9,2-1-0-3-4-,3.633,343.48,350.257
3c.sql,SkinnerDB,10,0-2-3-1-,3.581,28492.3,28499.2
8c.sql,SkinnerDB,10,5-1-4-0-3-2-6-,5.407,2397.21,2412.96
11b.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.318,136.063,146.337
21b.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,8.977,27878,27890.7
19b.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.977,28352.7,28366
24a.sql,SkinnerDB,10,10-2-0-1-6-3-7-4-8-5-9-11-,12.581,29148.8,29174.6
1a.sql,SkinnerDB,10,2-4-0-3-1-,4.332,312.588,323.172
23a.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,10.976,27777.2,27795.4
29c.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,20.337,29563.5,29600.5
22a.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.154,28559.1,28580.6
26c.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,13.319,2866.54,2891.33
27a.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,13.201,27978.6,27999.1
17c.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.428,551.2,565.869
30b.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.305,28842.1,28868.1
3b.sql,SkinnerDB,10,2-3-0-1-,3.1,27723,27727
18b.sql,SkinnerDB,10,6-0-5-3-1-4-2-,6.973,28687.9,28696.3
33b.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,14.449,569.382,593.176
1c.sql,SkinnerDB,10,2-4-0-3-1-,4.235,129.38,134.767
31c.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.46,30151.4,30181.1
28b.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.838,28146.5,28171.6
7a.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,7.891,755.852,766.4
4a.sql,SkinnerDB,10,2-4-0-3-1-,4.006,358.595,363.23
16b.sql,SkinnerDB,10,7-4-2-1-0-6-5-3-,6.603,140223,140242
18c.sql,SkinnerDB,10,3-1-0-5-4-2-6-,7.872,29346.6,29358.7
20b.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.358,1490.62,1502.96
9a.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.892,872.28,886.498
22c.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.499,29070.7,29091.5
22d.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.036,29170.6,29192
2b.sql,SkinnerDB,10,2-4-0-3-1-,3.635,526.459,534.965
8d.sql,SkinnerDB,10,5-1-4-0-3-2-6-,5.419,828.983,844.079
32b.sql,SkinnerDB,10,3-1-2-0-4-5-,4.566,353.25,366.372
9c.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,8.064,949.357,969.166
12b.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.745,27713.3,27724.3
17b.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.484,2405.34,2419.05
1d.sql,SkinnerDB,10,2-4-0-3-1-,3.58,229.44,235.74
27b.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,12.24,27884.9,27902.6
13a.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,7.609,29365,29380.3
25c.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,11.34,29818.9,29842.2
6b.sql,SkinnerDB,9,2-1-0-3-4-,4.603,648.776,653.642
2a.sql,SkinnerDB,10,2-4-0-3-1-,3.697,553.494,560.591
13d.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,8.198,2016,2030.03
29a.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,20.593,28893.2,28922.5
14b.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.884,28880.4,28894
30c.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,24.51,30752.8,30792.9
6f.sql,SkinnerDB,10,2-4-0-3-1-,4.978,25555.9,25574.2
22b.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,14.404,28918,28942.2
24b.sql,SkinnerDB,10,10-2-0-1-6-3-7-4-8-5-9-11-,14.091,29112.4,29140.7
6d.sql,SkinnerDB,10,2-4-0-3-1-,5.199,22535.3,22547.6
17d.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.492,887.274,903.326
13b.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,8.087,1840.41,1853.83
17e.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.125,128361,128381
5a.sql,SkinnerDB,10,2-4-0-3-1-,4.885,126.363,132.658
15d.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.287,550.736,570.353
16a.sql,SkinnerDB,10,5-4-2-1-0-6-3-7-,7.194,251116,251159
11c.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.367,311.848,328.57
10a.sql,SkinnerDB,10,5-1-6-0-4-2-3-,6.071,973.569,989.469
11a.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.164,184.241,195.711
5c.sql,SkinnerDB,10,2-4-0-3-1-,4.946,28590.5,28598.6
29b.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,19.689,26043.1,26074.1
8a.sql,SkinnerDB,10,5-1-4-0-3-2-6-,6.635,609.446,623.061
12a.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.595,27926.6,27938.3
14c.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.271,29575.8,29591.1
19a.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,10.35,28793.2,28808.5
16c.sql,SkinnerDB,10,5-4-2-1-0-6-3-7-,6.651,251464,251503
4b.sql,SkinnerDB,10,2-4-0-3-1-,4.033,79.604,83.726
33a.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,15.301,563.56,588.757
3a.sql,SkinnerDB,10,0-2-3-1-,4.045,28109.8,28115.6
1b.sql,SkinnerDB,10,2-4-0-3-1-,3.67,183.514,189.497
18a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,6.044,29153.1,29209.8
15b.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,10.294,25580.4,25598
23c.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.329,28262.4,28282
26b.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,12.341,2053.09,2075.08
19c.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.83,29353.3,29371
17f.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.48,37162.6,37179.3
27c.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,13.321,28375.6,28397.9
6c.sql,SkinnerDB,9,2-1-0-3-4-,3.631,259.872,263.628
28a.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.294,29415.8,29441.3
32a.sql,SkinnerDB,10,3-1-2-0-4-5-,4.401,348.582,362.957
11d.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.772,327.218,343.112
19d.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.409,5214.35,5236.81
4c.sql,SkinnerDB,10,2-4-0-3-1-,4.227,543.782,549.808
26a.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,14.465,2554.8,2583.84
10c.sql,SkinnerDB,10,5-1-6-0-4-3-2-,6.397,1109.08,1126.43
5b.sql,SkinnerDB,10,2-4-0-3-1-,4.451,98.784,104.166
9b.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,8.237,721.272,737.445
10b.sql,SkinnerDB,10,6-1-5-0-4-2-3-,6.354,968.746,984.713
6a.sql,SkinnerDB,9,2-1-0-3-4-,3.772,289.48,294.25
30a.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.132,28986.1,29012.9
23b.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.196,24866.6,24885.5
31a.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,12.61,29135.7,29163.5
8b.sql,SkinnerDB,10,6-3-1-0-4-5-2-,7.111,516.391,525.504
2d.sql,SkinnerDB,10,2-4-0-3-1-,3.416,997.522,1005.75
15a.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.482,24770.9,24783.6
15c.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.478,28020.2,28035.4
33c.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,16.176,585.6,609.587
2c.sql,SkinnerDB,10,2-4-0-3-1-,3.875,300.987,307.882
21a.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.041,28196,28208.5
17a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.957,11290.8,11306.2
13c.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,7.899,1772.48,1783.85
31b.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.265,28979.4,29000.2
20c.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.234,1589.65,1608.49
7b.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,8.238,427.926,438.189
21c.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.492,28231.5,28245.2
7c.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,10.144,15758.4,15781.8
25b.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,11.303,29368.5,29388
9d.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.154,1262.95,1283.29
28c.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,18.472,29648.8,29675.9
14a.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.678,29236,29250.8
25a.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,10.427,28741.6,28768.7
12c.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.875,28325.3,28337.8
16d.sql,SkinnerDB,10,6-1-5-3-4-2-7-0-,6.693,15554.2,15574
20a.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.779,2487.06,2504.88
6e.sql,SkinnerDB,9,2-1-0-3-4-,3.553,336.643,343.425
3c.sql,SkinnerDB,10,0-2-3-1-,3.658,28440.8,28447.9
8c.sql,SkinnerDB,10,5-1-4-0-3-2-6-,5.241,2391.28,2406.91
11b.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.159,139.08,149.175
21b.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,9.097,27822.2,27835
19b.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.789,28312.4,28325.5
24a.sql,SkinnerDB,10,10-2-0-1-6-3-7-4-8-5-9-11-,12.442,29090.3,29115.9
1a.sql,SkinnerDB,10,2-4-0-3-1-,4.361,293.859,303.406
23a.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.042,27690.2,27708.5
29c.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,19.972,29519.2,29555.8
22a.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.275,28454.5,28474.7
26c.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,13.402,2867.76,2891.22
27a.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,12.979,27975.1,27994.8
17c.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.395,554.648,568.569
30b.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.249,28797.8,28823.3
3b.sql,SkinnerDB,10,2-3-0-1-,3.036,27694,27697.9
18b.sql,SkinnerDB,10,6-0-5-3-1-4-2-,6.881,28700.6,28709
33b.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,14.424,570.325,593.609
1c.sql,SkinnerDB,10,2-4-0-3-1-,4.137,138.908,145.062
31c.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.351,30153.2,30184.1
28b.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.429,28155.8,28180.5
7a.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,7.837,753.193,763.736
4a.sql,SkinnerDB,10,2-4-0-3-1-,3.998,355.711,360.348
16b.sql,SkinnerDB,10,7-4-2-1-0-6-5-3-,6.454,140160,140178
18c.sql,SkinnerDB,10,3-1-0-5-4-2-6-,7.931,29380.6,29393.2
20b.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.588,1489.77,1502.36
9a.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.76,884.215,898.374
22c.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.32,29108.7,29129.1
22d.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,12.92,29117.6,29139.2
2b.sql,SkinnerDB,10,2-4-0-3-1-,3.702,526.077,534.7
8d.sql,SkinnerDB,10,5-1-4-0-3-2-6-,5.438,844.003,859.843
32b.sql,SkinnerDB,10,3-1-2-0-4-5-,4.565,357.039,370.263
9c.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.991,949.597,970.217
12b.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.575,27699.8,27710.9
17b.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.459,2389.47,2403.11
1d.sql,SkinnerDB,10,2-4-0-3-1-,3.526,230.999,236.447
27b.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,12.076,27928.8,27946.3
13a.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,7.669,29344.8,29359.9
25c.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,11.133,29876.9,29899.9
6b.sql,SkinnerDB,9,2-1-0-3-4-,4.559,655.216,660.019
2a.sql,SkinnerDB,10,2-4-0-3-1-,3.7,553.094,561.864
13d.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,8.178,2027.99,2043.69
29a.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,20.386,28893.4,28924.5
14b.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,9.202,28878.2,28892.2
30c.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,24.603,30741.6,30782.5
6f.sql,SkinnerDB,9,2-1-0-3-4-,4.602,1401.93,1416.24
22b.sql,SkinnerDB,10,10-5-7-2-9-4-8-3-6-0-1-,13.565,28885.9,28908.9
24b.sql,SkinnerDB,10,10-2-0-1-6-3-7-4-8-5-9-11-,13.818,29120.7,29149
6d.sql,SkinnerDB,10,2-4-0-3-1-,5.328,22581.8,22594.3
17d.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.498,888.176,904.038
13b.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,8.46,1839.16,1852.78
17e.sql,SkinnerDB,10,5-0-6-3-1-4-2-,4.998,132474,132494
5a.sql,SkinnerDB,10,2-4-0-3-1-,4.851,125.647,131.922
15d.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.199,552.177,571.778
16a.sql,SkinnerDB,10,6-1-5-3-4-2-7-0-,7.285,15567.7,15586.5
11c.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.281,311.361,327.825
10a.sql,SkinnerDB,10,5-1-6-0-4-2-3-,6.094,966.2,981.917
11a.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,8.182,183.204,194.663
5c.sql,SkinnerDB,10,2-4-0-3-1-,5.014,28607.6,28615.9
29b.sql,SkinnerDB,10,10-5-4-0-13-15-14-8-1-2-6-11-7-12-9-3-16-,19.86,26051.8,26080.9
8a.sql,SkinnerDB,10,5-1-4-0-3-2-6-,6.773,585.181,596.998
12a.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.731,27923.8,27933.3
14c.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.192,29498.9,29513.6
19a.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,10.278,28775.7,28790.9
16c.sql,SkinnerDB,10,6-1-5-3-4-2-7-0-,6.8,15573,15591
4b.sql,SkinnerDB,10,2-4-0-3-1-,3.943,78.912,82.935
33a.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,14.713,561.778,585.95
3a.sql,SkinnerDB,10,0-2-3-1-,4.005,28121.2,28127
1b.sql,SkinnerDB,10,2-4-0-3-1-,3.811,183.361,189.459
18a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.959,29165.1,29221.6
15b.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,10.288,25578.5,25595.4
23c.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.289,28313.1,28332.3
26b.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,12.478,2047.82,2070.55
19c.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.976,29338.9,29356.7
17f.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.486,36975.6,36992.2
27c.sql,SkinnerDB,10,10-8-9-5-7-3-4-0-1-2-6-11-,13.418,28388.7,28411
6c.sql,SkinnerDB,9,2-1-0-3-4-,3.672,261.013,264.817
28a.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,17.294,29396.1,29422.6
32a.sql,SkinnerDB,10,3-1-2-0-4-5-,4.519,365.606,379.875
11d.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.741,325.706,341.146
19d.sql,SkinnerDB,10,9-5-3-6-4-2-0-1-7-8-,9.625,5191.74,5215.12
4c.sql,SkinnerDB,10,2-4-0-3-1-,4.345,545.523,551.557
26a.sql,SkinnerDB,10,10-4-0-1-2-3-8-5-9-6-11-7-,14.538,2544.77,2572.84
10c.sql,SkinnerDB,10,5-1-6-0-4-3-2-,6.345,1076.58,1093.27
5b.sql,SkinnerDB,10,2-4-0-3-1-,4.572,101.262,106.773
9b.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,8.188,723.272,739.195
10b.sql,SkinnerDB,10,5-1-6-0-4-2-3-,6.403,910.586,925.976
6a.sql,SkinnerDB,9,2-1-0-3-4-,3.806,291.215,295.982
30a.sql,SkinnerDB,10,10-3-0-1-2-7-4-8-5-9-6-11-,14.463,29009.2,29037.2
23b.sql,SkinnerDB,10,10-6-8-4-9-5-7-3-2-0-1-,11.442,24867.6,24886.4
31a.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,12.719,29136.9,29164.9
8b.sql,SkinnerDB,10,6-3-1-0-4-5-2-,7.112,499.19,508.342
2d.sql,SkinnerDB,10,2-4-0-3-1-,3.394,996.48,1004.69
15a.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.611,24761.5,24774.3
15c.sql,SkinnerDB,10,7-6-3-0-5-2-1-4-8-,8.443,28028.7,28043.7
33c.sql,SkinnerDB,10,10-8-1-3-11-9-2-7-6-12-4-0-13-5-,15.711,587.262,610.747
2c.sql,SkinnerDB,10,2-4-0-3-1-,3.941,299.584,306.523
21a.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.041,28167.9,28180.4
17a.sql,SkinnerDB,10,5-0-6-3-1-4-2-,5.742,11311.2,11324.2
13c.sql,SkinnerDB,10,7-6-3-5-1-0-2-8-4-,7.708,1752.79,1761.99
31b.sql,SkinnerDB,10,10-6-2-7-3-0-9-8-4-5-1-,13.304,29038.6,29059.4
20c.sql,SkinnerDB,10,9-7-5-6-4-3-8-0-1-2-,10.351,1587.19,1605.84
7b.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,7.881,427.808,437.743
21c.sql,SkinnerDB,10,7-6-2-5-4-0-1-3-8-,10.564,28181,28194.9
7c.sql,SkinnerDB,10,5-1-4-3-7-0-6-2-,10.274,15740.8,15764.4
25b.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,11.481,29288.8,29309
9d.sql,SkinnerDB,10,5-2-1-4-3-6-7-0-,7.298,1270.05,1290.67
28c.sql,SkinnerDB,10,10-9-3-4-5-11-6-12-7-0-1-2-13-8-,18.503,29631.7,29658.2
14a.sql,SkinnerDB,10,5-1-4-0-6-2-7-3-,8.592,29213.2,29227.9
25a.sql,SkinnerDB,10,7-0-5-2-4-1-6-3-8-,10.31,28691.8,28716.2
12c.sql,SkinnerDB,10,5-2-4-0-1-6-3-7-,7.918,28245.7,28256.4
16d.sql,SkinnerDB,10,5-4-2-1-0-6-3-7-,6.793,250835,250874
