77,65,4,1,(2011) (UK) (TV)
78,65,5,1,(2011) (Canada) (TV)
79,65,6,1,(2011) (USA) (TV)
80,65,8,1,(2011) (Netherlands) (TV)
81,66,4,1,(2011) (UK) (TV)
82,66,5,1,(2011) (Canada) (TV)
83,66,6,1,(2011) (USA) (TV)
84,66,8,1,(2011) (Netherlands) (TV)
85,67,4,1,(2011) (UK) (TV)
86,67,5,1,(2010) (Canada) (TV)
87,67,6,1,(2010) (USA) (TV)
88,67,7,1,(2011) (Australia) (TV)
89,67,8,1,(2011) (Netherlands) (TV)
90,67,9,1,(2011) (Brazil) (TV)
91,68,4,1,(2011) (UK) (TV)
92,68,5,1,(2010) (Canada) (TV)
93,68,6,1,(2010) (USA) (TV)
94,68,7,1,(2011) (Australia) (TV)
95,68,8,1,(2011) (Netherlands) (TV)
96,69,10,1,(1986-1989)
97,69,11,1,(1989-)
98,70,12,1,(2010) (USA) (TV)
99,82,13,1,(2001) (Canada) (TV)
100,82,14,1,(2001) (worldwide) (TV)
101,85,6,1,(1984) (USA) (TV)
102,86,15,1,(2002) (USA) (TV)
103,94,16,1,(2005) (USA) (TV)
104,106,17,1,(2012) (USA) (all media)
105,114,18,1,(2004) (Canada) (TV)
106,114,19,1,(2004) (USA) (TV)
107,118,17,1,
108,196,20,1,(2009) (USA) (TV)
109,211,20,1,(2009) (USA) (all media)
110,227,21,1,(1980) (Australia) (TV)
111,228,22,1,(2003) (USA) (TV)
112,272,19,1,(1979) (USA) (TV)
113,272,23,1,(USA) (TV)
114,273,19,1,(1979) (USA) (TV)
115,279,19,1,(1979) (USA) (TV)
116,282,24,1,(2011) (UK) (TV)
117,283,25,1,(2009) (USA) (TV)
118,284,26,1,(????) (worldwide) (video)
119,284,27,1,(1982-1992) (UK) (TV) (original airing)
120,284,28,1,(2008-) (Estonia) (TV) (re-release)
121,284,29,1,(2003) (Finland) (DVD)
122,284,30,1,(2010) (Germany) (DVD)
123,284,31,1,(199?-) (Netherlands) (TV) (reruns) (RTL5) (RTL7)
124,284,32,1,(19??-????) (Netherlands) (TV)
125,284,33,1,(2008) (Netherlands) (DVD) (season 5)
126,284,34,1,(2004) (USA) (DVD)
127,370,35,1,(2010) (UK) (all media)
128,371,36,1,(2007) (Canada) (TV)
129,398,37,1,(2000) (Yugoslavia) (TV)
130,404,38,1,(2007) (Belgium) (TV)
131,405,27,1,(2001) (UK) (TV)
132,414,39,1,(2009) (UK) (TV)
133,579,40,1,(2012) (worldwide) (DVD)
134,580,40,1,(2012) (worldwide) (DVD)
135,581,41,1,(2006) (USA) (TV)
136,581,42,1,(2012) (Hungary) (TV) (re-release)
137,581,43,1,(2012-2013) (Hungary) (TV) (re-release)
138,581,44,1,(2006) (worldwide) (all media)
139,581,45,1,(2008) (Hungary) (TV)
140,581,46,1,(2010) (Hungary) (TV) (re-release)
141,581,47,1,(2009) (Hungary) (TV) (re-release)
142,586,41,1,
143,596,48,1,(2007-) (UK) (TV)
144,596,49,1,(2006-) (USA) (TV)
145,596,31,1,(2008-) (Netherlands) (TV) (RTL8)
146,596,46,1,(2009-) (Hungary) (TV)
147,596,50,1,(2009) (Belgium) (DVD) (season 1)
148,596,51,1,(2009) (Netherlands) (DVD) (season 1)
149,596,52,1,(2009) (USA) (DVD) (season 2)
150,596,53,1,(2008-) (Estonia) (TV)
151,597,49,1,(2010) (USA) (TV)
152,597,46,1,(2011) (Hungary) (TV)
153,600,46,1,(2010) (Hungary) (TV)
154,601,49,1,(2010) (USA) (TV)
155,602,46,1,(2011) (Hungary) (TV)
156,603,46,1,(2011) (Hungary) (TV)
157,605,46,1,(2011) (Hungary) (TV)
158,606,54,1,(2008) (Germany) (TV)
159,606,49,1,(2007) (USA) (TV)
160,606,46,1,(2010) (Hungary) (TV)
161,607,49,1,(2010) (USA) (TV)
162,607,46,1,(2012) (Hungary) (TV)
163,608,54,1,(2009) (Germany) (TV)
164,608,49,1,(2007) (USA) (TV)
165,608,46,1,(2010) (Hungary) (TV)
166,609,49,1,(2010) (USA) (TV)
167,609,46,1,(2012) (Hungary) (TV)
168,610,54,1,(2008) (Germany) (TV)
169,610,49,1,(2006) (USA) (TV)
170,610,46,1,(2010) (Hungary) (TV)
171,611,54,1,(2008) (Germany) (TV)
172,611,49,1,(2006) (USA) (TV)
173,611,46,1,(2009) (Hungary) (TV)
174,612,46,1,(2011) (Hungary) (TV)
175,613,46,1,(2012) (Hungary) (TV)
176,614,54,1,(2008) (Germany) (TV)
177,614,49,1,(2006) (USA) (TV)
178,614,46,1,(2009) (Hungary) (TV)
179,615,46,1,(2011) (Hungary) (TV)
180,617,46,1,(2010) (Hungary) (TV)
181,618,49,1,(2010) (USA) (TV)
182,618,46,1,(2011) (Hungary) (TV)
183,619,54,1,(2008) (Germany) (TV)
184,619,49,1,(2007) (USA) (TV)
185,619,46,1,(2010) (Hungary) (TV)
186,620,54,1,(2009) (Germany) (TV)
187,620,49,1,(2007) (USA) (TV)
188,620,46,1,(2010) (Hungary) (TV)
189,622,54,1,(2008) (Germany) (TV)
190,622,49,1,(2007) (USA) (TV)
191,622,46,1,(2010) (Hungary) (TV)
192,624,46,1,(2011) (Hungary) (TV)
193,629,46,1,(2010) (Hungary) (TV)
194,630,46,1,(2011) (Hungary) (TV)
195,631,46,1,(2010) (Hungary) (TV)
196,632,46,1,(2011) (Hungary) (TV)
197,633,54,1,(2009) (Germany) (TV)
198,633,49,1,(2007) (USA) (TV)
199,633,46,1,(2010) (Hungary) (TV)
200,634,46,1,(2011) (Hungary) (TV)
201,635,54,1,(2008) (Germany) (TV)
202,635,49,1,(2006) (USA) (TV)
203,635,31,1,(2008) (Netherlands) (TV) (RTL8)
204,635,46,1,(2009) (Hungary) (TV)
205,636,46,1,(2011) (Hungary) (TV)
206,637,46,1,(2011) (Hungary) (TV)
207,638,46,1,(2011) (Hungary) (TV)
208,639,46,1,(2011) (Hungary) (TV)
209,642,54,1,(2008) (Germany) (TV)
210,642,49,1,(2006) (USA) (TV)
211,642,46,1,(2009) (Hungary) (TV)
212,644,49,1,(2008) (USA) (TV)
213,644,46,1,(2011) (Hungary) (TV)
214,645,49,1,(2010) (USA) (TV)
215,645,46,1,(2011) (Hungary) (TV)
216,646,49,1,(1998) (USA) (TV) (original airing)
217,646,46,1,(2011) (Hungary) (TV)
218,647,46,1,(2011) (Hungary) (TV)
219,648,46,1,(2011) (Hungary) (TV)
220,649,54,1,(2008) (Germany) (TV)
221,649,49,1,(2007) (USA) (TV)
222,649,46,1,(2010) (Hungary) (TV)
223,650,46,1,(2011) (Hungary) (TV)
224,651,54,1,(2008) (Germany) (TV)
225,651,49,1,(2007) (USA) (TV)
226,651,46,1,(2010) (Hungary) (TV)
227,651,55,1,(2008) (Belgium) (TV)
228,651,56,1,(2008) (France) (TV)
229,652,54,1,(2008) (Germany) (TV)
230,652,49,1,(2007) (USA) (TV)
231,652,46,1,(2010) (Hungary) (TV)
232,653,49,1,(2010) (USA) (TV)
233,654,54,1,(2008) (Germany) (TV)
234,654,49,1,(2007) (USA) (TV)
235,654,46,1,(2010) (Hungary) (TV)
236,654,55,1,(2008) (Belgium) (TV)
237,654,56,1,(2008) (France) (TV)
238,656,49,1,(2009) (USA) (TV)
239,656,46,1,(2011) (Hungary) (TV)
240,657,49,1,(2010) (USA) (TV)
241,658,54,1,(2008) (Germany) (TV)
242,658,49,1,(2007) (USA) (TV)
243,658,46,1,(2010) (Hungary) (TV)
244,659,54,1,(2008) (Germany) (TV)
245,659,49,1,(2007) (USA) (TV)
246,659,46,1,(2010) (Hungary) (TV)
247,660,49,1,(2010) (USA) (TV)
248,661,49,1,(2009) (USA) (TV)
249,661,46,1,(2011) (Hungary) (TV)
250,662,46,1,(2011) (Hungary) (TV)
251,663,54,1,(2008) (Germany) (TV)
252,663,49,1,(2006) (USA) (TV)
253,663,46,1,(2009) (Hungary) (TV)
254,664,54,1,(2008) (Germany) (TV)
255,664,49,1,(2007) (USA) (TV)
256,664,46,1,(2010) (Hungary) (TV)
257,665,54,1,(2008) (Germany) (TV)
258,665,49,1,(2007) (USA) (TV)
259,665,46,1,(2010) (Hungary) (TV)
260,666,49,1,(2010) (USA) (TV)
261,666,46,1,(2011) (Hungary) (TV)
262,667,49,1,(2009) (USA) (TV)
263,668,46,1,(2011) (Hungary) (TV)
264,669,54,1,(2008) (Germany) (TV)
265,669,49,1,(2006) (USA) (TV)
266,669,46,1,(2009) (Hungary) (TV)
267,670,49,1,(2007) (USA) (TV)
268,670,46,1,(2010) (Hungary) (TV)
269,670,52,1,(2009) (USA) (DVD)
270,671,54,1,(2008) (Germany) (TV)
271,671,49,1,(2006) (USA) (TV)
272,671,46,1,(2010) (Hungary) (TV)
273,673,54,1,(2008) (Germany) (TV)
274,673,49,1,(2006) (USA) (TV)
275,673,46,1,(2009) (Hungary) (TV)
276,674,46,1,(2010) (Hungary) (TV)
277,675,54,1,(2008) (Germany) (TV)
278,675,49,1,(2007) (USA) (TV)
279,675,46,1,(2010) (Hungary) (TV)
280,677,54,1,(2008) (Germany) (TV)
281,677,49,1,(2006) (USA) (TV)
282,677,46,1,(2009) (Hungary) (TV)
283,678,57,1,(2004) (USA) (TV)
284,681,6,1,(1961) (USA) (TV) (original airing)
285,682,6,1,(1961) (USA) (TV)
286,683,6,1,(1961) (USA) (TV)
287,684,6,1,(1961) (USA) (TV)
288,685,6,1,(1961) (USA) (TV)
289,686,6,1,(1961) (USA) (TV)
290,687,6,1,(1961) (USA) (TV) (original airing)
291,688,6,1,(1961) (USA) (TV)
292,689,6,1,(1961) (USA) (TV) (original airing)
293,690,6,1,(1961) (USA) (TV)
294,691,6,1,(1961) (USA) (TV)
295,692,6,1,(1961) (USA) (TV)
296,693,6,1,(1961) (USA) (TV)
297,694,6,1,(1961) (USA) (TV)
298,695,6,1,(1961) (USA) (TV)
299,399,58,1,(2009) (worldwide) (TV)
300,429,59,1,(2007) (Netherlands) (DVD) (season 1)
301,429,59,1,(2009) (Netherlands) (DVD) (season 2)
302,429,60,1,(2006-) (Netherlands) (TV)
303,429,61,1,(2011) (Netherlands) (DVD) (season 3)
304,442,60,1,(2011) (Netherlands) (TV)
305,443,60,1,(2011) (Netherlands) (TV)
306,452,60,1,(2011) (Netherlands) (TV)
307,453,60,1,(2011) (Netherlands) (TV)
308,454,60,1,(2011) (Netherlands) (TV)
309,456,60,1,(2011) (Netherlands) (TV)
310,457,60,1,(2011) (Netherlands) (TV)
311,460,60,1,(2011) (Netherlands) (TV)
312,469,62,1,(2004) (Netherlands) (DVD) (season 1)
313,469,62,1,(2006) (Netherlands) (DVD) (seasons 2-4)
314,469,31,1,(1995-2003) (Netherlands) (TV) (RTL4) (seasons 3-9)
315,469,31,1,(2004-2005) (Netherlands) (TV) (RTL8) (re-run)
316,469,31,1,(2009) (Netherlands) (TV) (RTL8) (re-run)
317,469,63,1,(1993-1995) (Netherlands) (TV) (seasons 1 and 2)
318,470,31,1,(2000) (Netherlands) (TV)
319,471,63,1,(1994) (Netherlands) (TV)
320,473,31,1,(1998) (Netherlands) (TV) (RTL4)
321,475,31,1,(1999) (Netherlands) (TV) (RTL4)
322,478,31,1,(1995) (Netherlands) (TV) (RTL4)
323,479,63,1,(1994) (Netherlands) (TV)
324,480,31,1,(1996) (Netherlands) (TV) (RTL4)
325,481,31,1,(1999) (Netherlands) (TV) (RTL4)
326,483,31,1,(1997) (Netherlands) (TV) (RTL4)
327,484,31,1,(1998) (Netherlands) (TV) (RTL4)
328,485,31,1,(1999) (Netherlands) (TV) (RTL4)
329,486,31,1,(2000) (Netherlands) (TV)
330,487,63,1,(1995) (Netherlands) (TV)
331,488,63,1,(1994) (Netherlands) (TV)
332,489,63,1,(1995) (Netherlands) (TV)
333,491,31,1,(1997) (Netherlands) (TV) (RTL4)
334,492,63,1,(1995) (Netherlands) (TV)
335,493,31,1,(1996) (Netherlands) (TV) (RTL4)
336,494,31,1,(1997) (Netherlands) (TV) (RTL4)
337,495,63,1,(1995) (Netherlands) (TV)
338,496,63,1,(1995) (Netherlands) (TV)
339,497,63,1,(1995) (Netherlands) (TV)
340,498,31,1,(1998) (Netherlands) (TV) (RTL4)
341,499,63,1,(1994) (Netherlands) (TV)
342,500,31,1,(1999) (Netherlands) (TV) (RTL4)
343,506,31,1,(1996) (Netherlands) (TV) (RTL4)
344,507,31,1,(1997) (Netherlands) (TV) (RTL4)
345,508,31,1,(1999) (Netherlands) (TV) (RTL4)
346,509,31,1,(1998) (Netherlands) (TV) (RTL4)
347,510,31,1,(1999) (Netherlands) (TV) (RTL4)
348,511,31,1,(1997) (Netherlands) (TV) (RTL4)
349,512,31,1,(1995) (Netherlands) (TV) (RTL4)
350,513,31,1,(1999) (Netherlands) (TV) (RTL4)
351,515,31,1,(1998) (Netherlands) (TV) (RTL4)
352,516,31,1,(1995) (Netherlands) (TV) (RTL4)
353,517,63,1,(1995) (Netherlands) (TV)
354,518,63,1,(1995) (Netherlands) (TV)
355,519,63,1,(1994) (Netherlands) (TV)
356,520,63,1,(1994) (Netherlands) (TV)
357,521,63,1,(1995) (Netherlands) (TV)
358,522,31,1,(1997) (Netherlands) (TV) (RTL4)
359,523,63,1,(1994) (Netherlands) (TV)
360,524,31,1,(1999) (Netherlands) (TV) (RTL4)
361,525,31,1,(1997) (Netherlands) (TV) (RTL4)
362,526,63,1,(1994) (Netherlands) (TV)
363,527,31,1,(1997) (Netherlands) (TV) (RTL4)
364,528,63,1,(1995) (Netherlands) (TV)
365,531,63,1,(1995) (Netherlands) (TV)
366,532,63,1,(1994) (Netherlands) (TV)
367,533,31,1,(1996) (Netherlands) (TV) (RTL4)
368,534,31,1,(1998) (Netherlands) (TV) (RTL4)
369,535,31,1,(1997) (Netherlands) (TV) (RTL4)
370,536,31,1,(1996) (Netherlands) (TV) (RTL4)
371,537,31,1,(1998) (Netherlands) (TV) (RTL4)
372,538,31,1,(1996) (Netherlands) (TV) (RTL4)
373,539,63,1,(1994) (Netherlands) (TV)
374,540,31,1,(1996) (Netherlands) (TV) (RTL4)
375,541,31,1,(2000) (Netherlands) (TV)
376,542,31,1,(1999) (Netherlands) (TV) (RTL4)
377,543,63,1,(1994) (Netherlands) (TV)
378,544,31,1,(1997) (Netherlands) (TV) (RTL4)
379,545,63,1,(1994) (Netherlands) (TV)
380,546,31,1,(1999) (Netherlands) (TV) (RTL4)
381,549,31,1,(1996) (Netherlands) (TV) (RTL4)
382,550,31,1,(1998) (Netherlands) (TV) (RTL4)
383,551,63,1,(1994) (Netherlands) (TV)
384,552,31,1,(1999) (Netherlands) (TV) (RTL4)
385,553,31,1,(2000) (Netherlands) (TV)
386,554,31,1,(1998) (Netherlands) (TV) (RTL4)
387,555,31,1,(1997) (Netherlands) (TV) (RTL4)
388,556,31,1,(2000) (Netherlands) (TV)
389,557,31,1,(2000) (Netherlands) (TV)
390,558,31,1,(1996) (Netherlands) (TV) (RTL4)
391,559,31,1,(1997) (Netherlands) (TV) (RTL4)
392,560,31,1,(1999) (Netherlands) (TV) (RTL4)
393,563,31,1,(1998) (Netherlands) (TV) (RTL4)
394,564,31,1,(1998) (Netherlands) (TV) (RTL4)
395,565,63,1,(1995) (Netherlands) (TV)
396,566,31,1,(1999) (Netherlands) (TV) (RTL4)
397,567,63,1,(1995) (Netherlands) (TV)
398,568,31,1,(2000) (Netherlands) (TV)
399,572,31,1,(1999) (Netherlands) (TV) (RTL4)
400,574,31,1,(1995) (Netherlands) (TV) (RTL4)
401,575,31,1,(1997) (Netherlands) (TV) (RTL4)
402,576,31,1,(1998) (Netherlands) (TV) (RTL4)
403,723,64,1,(2008) (Spain) (TV)
404,750,65,1,(2003) (Australia) (all media)
405,817,66,1,(2008) (worldwide) (all media)
406,819,67,1,(2010) (Germany) (TV)
407,820,68,1,(2006) (Germany) (TV)
408,826,64,1,(2004) (Spain) (TV)
409,901,69,1,(1971) (Spain) (TV)
410,853,70,1,(2007) (Germany) (TV)
411,860,71,1,(worldwide)
412,887,72,1,
413,903,73,1,(Denmark) (TV)
414,907,74,1,(2006) (Japan) (TV)
415,907,75,1,(2006) (USA) (DVD)
416,907,76,1,(2007) (USA) (DVD)
417,907,77,1,(2006) (Japan) (DVD)
418,907,78,1,(2006-2007) (USA) (TV)
419,907,79,1,(2006) (Japan) (TV)
420,907,80,1,(2006) (Japan) (TV)
421,907,81,1,(2006) (Japan) (TV)
422,907,82,1,(2006) (Japan) (TV)
423,908,74,1,(2006) (Japan) (TV)
424,908,78,1,(2006) (USA) (TV)
425,908,79,1,(2006) (Japan) (TV)
426,908,80,1,(2006) (Japan) (TV)
427,908,81,1,(2006) (Japan) (TV)
428,908,82,1,(2006) (Japan) (TV)
429,909,74,1,(2006) (Japan) (TV)
430,909,78,1,(2007) (USA) (TV)
431,910,74,1,(2006) (Japan) (TV)
432,910,78,1,(2006) (USA) (TV)
433,910,79,1,(2006) (Japan) (TV)
434,910,80,1,(2006) (Japan) (TV)
435,910,81,1,(2006) (Japan) (TV)
436,910,82,1,(2006) (Japan) (TV)
437,911,74,1,(2006) (Japan) (TV)
438,911,78,1,(2006) (USA) (TV)
439,911,79,1,(2006) (Japan) (TV)
440,911,80,1,(2006) (Japan) (TV)
441,911,81,1,(2006) (Japan) (TV)
442,911,82,1,(2006) (Japan) (TV)
443,912,74,1,(2006) (Japan) (TV)
444,912,78,1,(2007) (USA) (TV)
445,913,74,1,(2006) (Japan) (TV)
446,913,78,1,(2006) (USA) (TV)
447,913,79,1,(2006) (Japan) (TV)
448,913,80,1,(2006) (Japan) (TV)
449,913,81,1,(2006) (Japan) (TV)
450,913,82,1,(2006) (Japan) (TV)
451,914,74,1,(2006) (Japan) (TV)
452,914,78,1,(2007) (USA) (TV)
453,915,74,1,(2006) (Japan) (TV)
454,915,78,1,(2006) (USA) (TV)
455,915,79,1,(2006) (Japan) (TV)
456,915,80,1,(2006) (Japan) (TV)
457,915,81,1,(2006) (Japan) (TV)
458,915,82,1,(2006) (Japan) (TV)
459,916,74,1,(2006) (Japan) (TV)
460,916,78,1,(2006) (USA) (TV)
461,916,79,1,(2006) (Japan) (TV)
462,916,80,1,(2006) (Japan) (TV)
463,916,81,1,(2006) (Japan) (TV)
464,916,82,1,(2006) (Japan) (TV)
465,917,74,1,(2006) (Japan) (TV)
466,917,78,1,(2006) (USA) (TV)
467,917,79,1,(2006) (Japan) (TV)
468,917,80,1,(2006) (Japan) (TV)
469,917,81,1,(2006) (Japan) (TV)
470,917,82,1,(2006) (Japan) (TV)
471,918,74,1,(2006) (Japan) (TV)
472,918,78,1,(2006) (USA) (TV)
473,918,79,1,(2006) (Japan) (TV)
474,918,80,1,(2006) (Japan) (TV)
475,918,81,1,(2006) (Japan) (TV)
476,918,82,1,(2006) (Japan) (TV)
477,919,74,1,(2006) (Japan) (TV)
478,919,78,1,(2007) (USA) (TV)
479,920,74,1,(2006) (Japan) (TV)
480,920,78,1,(2007) (USA) (TV)
481,921,74,1,(2006) (Japan) (TV)
482,921,78,1,(2007) (USA) (TV)
483,922,74,1,(2006) (Japan) (TV)
484,922,78,1,(2007) (USA) (TV)
485,923,74,1,(2006) (Japan) (TV)
486,923,78,1,(2007) (USA) (TV)
487,924,74,1,(2006) (Japan) (TV)
488,924,78,1,(2007) (USA) (TV)
489,925,74,1,(2006) (Japan) (TV)
490,925,78,1,(2007) (USA) (TV)
491,926,74,1,(2006) (Japan) (TV)
492,926,78,1,(2006) (USA) (TV)
493,926,79,1,(2006) (Japan) (TV)
494,926,80,1,(2006) (Japan) (TV)
495,926,81,1,(2006) (Japan) (TV)
496,926,82,1,(2006) (Japan) (TV)
497,927,74,1,(2006) (Japan) (TV)
498,927,78,1,(2007) (USA) (TV)
499,928,74,1,(2006) (Japan) (TV)
500,928,78,1,(2006) (USA) (TV)
501,928,79,1,(2006) (Japan) (TV)
502,928,80,1,(2006) (Japan) (TV)
503,928,81,1,(2006) (Japan) (TV)
504,928,82,1,(2006) (Japan) (TV)
505,929,74,1,(2006) (Japan) (TV)
506,929,78,1,(2006) (USA) (TV)
507,929,79,1,(2006) (Japan) (TV)
508,929,80,1,(2006) (Japan) (TV)
509,929,81,1,(2006) (Japan) (TV)
510,929,82,1,(2006) (Japan) (TV)
511,930,74,1,(2006) (Japan) (TV)
512,930,78,1,(2006) (USA) (TV)
513,930,79,1,(2006) (Japan) (TV)
514,930,80,1,(2006) (Japan) (TV)
515,930,81,1,(2006) (Japan) (TV)
516,930,82,1,(2006) (Japan) (TV)
517,931,74,1,(2006) (Japan) (TV)
518,931,78,1,(2007) (USA) (TV)
519,932,74,1,(2006) (Japan) (TV)
520,932,78,1,(2007) (USA) (TV)
521,933,74,1,(2006) (Japan) (TV)
522,933,78,1,(2006) (USA) (TV)
523,933,79,1,(2006) (Japan) (TV)
524,933,80,1,(2006) (Japan) (TV)
525,933,81,1,(2006) (Japan) (TV)
526,933,82,1,(2006) (Japan) (TV)
527,934,83,1,(2004) (Spain) (DVD)
528,934,76,1,(2003) (USA)
529,934,77,1,(2002) (Japan)
530,934,78,1,(2003) (USA) (TV)
531,934,84,1,(2003) (Canada) (TV)
532,935,76,1,(2003) (USA) (all media)
533,935,77,1,(2002) (Japan) (all media)
534,935,78,1,(2003) (USA) (TV)
535,935,82,1,(2002) (Japan) (TV)
536,935,84,1,(2003) (Canada) (TV)
537,938,76,1,(2003) (USA) (all media)
538,938,77,1,(2002) (Japan) (all media)
539,938,78,1,(2003) (USA) (TV)
540,938,82,1,(2002) (Japan) (TV)
541,938,84,1,(2003) (Canada) (TV)
542,943,76,1,(2003) (USA) (all media)
543,943,77,1,(2002) (Japan) (all media)
544,943,78,1,(2003) (USA) (TV)
545,943,82,1,(2002) (Japan) (TV)
546,943,84,1,(2003) (Canada) (TV)
547,944,76,1,(2003) (USA) (all media)
548,944,77,1,(2002) (Japan) (all media)
549,944,78,1,(2003) (USA) (TV)
550,944,82,1,(2002) (Japan) (TV)
551,944,84,1,(2003) (Canada) (TV)
552,945,76,1,(2003) (USA) (all media)
553,945,77,1,(2002) (Japan) (all media)
554,945,78,1,(2003) (USA) (TV)
555,945,82,1,(2002) (Japan) (TV)
556,945,84,1,(2003) (Canada) (TV)
557,947,76,1,(2003) (USA) (all media)
558,947,77,1,(2002) (Japan) (all media)
559,947,78,1,(2003) (USA) (TV)
560,947,82,1,(2002) (Japan) (TV)
561,947,84,1,(2003) (Canada) (TV)
562,948,76,1,(2003) (USA) (all media)
563,948,77,1,(2002) (Japan) (all media)
564,948,78,1,(2003) (USA) (TV)
565,948,82,1,(2002) (Japan) (TV)
566,948,84,1,(2003) (Canada) (TV)
567,949,76,1,(2003) (USA) (all media)
568,949,77,1,(2002) (Japan) (all media)
569,951,76,1,(2003) (USA) (all media)
570,951,77,1,(2002) (Japan) (all media)
571,951,78,1,(2003) (USA) (TV)
572,951,82,1,(2002) (Japan) (TV)
573,951,84,1,(2003) (Canada) (TV)
574,953,76,1,(2003) (USA) (all media)
575,953,77,1,(2002) (Japan) (all media)
576,953,78,1,(2003) (USA) (TV)
577,953,82,1,(2002) (Japan) (TV)
578,953,84,1,(2003) (Canada) (TV)
579,954,76,1,(2003) (USA) (all media)
580,954,77,1,(2002) (Japan) (all media)
581,954,78,1,(2003) (USA) (TV)
582,954,82,1,(2002) (Japan) (TV)
583,954,84,1,(2003) (Canada) (TV)
584,956,83,1,(2004) (Spain) (DVD)
585,956,76,1,(2003) (USA) (all media)
586,956,77,1,(2002) (Japan) (all media)
587,956,78,1,(2003) (USA) (TV)
588,956,84,1,(2003) (Canada) (TV)
589,957,76,1,(2003) (USA) (all media)
590,957,77,1,(2002) (Japan) (all media)
591,957,78,1,(2003) (USA) (TV)
592,957,82,1,(2002) (Japan) (TV)
593,957,84,1,(2003) (Canada) (TV)
594,961,76,1,(2003) (USA) (all media)
595,961,77,1,(2002) (Japan) (all media)
596,962,76,1,(2003) (USA) (all media)
597,962,77,1,(2002) (Japan) (all media)
598,962,78,1,(2003) (USA) (TV)
599,962,82,1,(2002) (Japan) (TV)
600,962,84,1,(2003) (Canada) (TV)
601,963,85,1,(2004) (USA) (DVD)
602,963,82,1,(2003) (Japan) (TV)
603,976,86,1,(2010) (UK) (TV)
604,977,87,1,(2002) (UK) (DVD)
605,977,88,1,(2001) (UK) (TV)
606,978,69,1,(1979) (Spain) (TV)
